Unique ID,Abbreviation,Parent Agency,Bureau,Date,Fedscope ID,Capacity Score,Capacity Score SD,Capacity Upperbound,Capacity Lowerbound
AG14-201009,AGGC,Department of Agriculture,Office of the General Counsel,2010,AG14,1.118569934,0.722961624,-0.298151416,2.512611237
AG15-201009,RUS,Department of Agriculture,Rural Utilities Service,2010,AG15,0.288295463,0.731424671,-1.148902748,1.730761956
AG16-201009,NRCS,Department of Agriculture,Natural Resources Conservation Service,2010,AG16,-0.142545016,0.731621115,-1.570967673,1.274297249
AG18-201009,ERS,Department of Agriculture,Economic Research Service,2010,AG18,0.98649958,0.733716577,-0.461380866,2.433095188
AG20-201009,NASS,Department of Agriculture,National Agricultural Statistics Service,2010,AG20,0.317580834,0.730206923,-1.097768557,1.744777469
AG22-201009,NIFA,Department of Agriculture,National Institute of Food and Agriculture,2010,AG22,0.658348707,0.722525658,-0.762952486,2.078153447
AG30-201009,FNS,Department of Agriculture,Food and Nutrition Service,2010,AG30,0.024746289,0.735117776,-1.424534419,1.457018746
AG32-201009,RBCS,Department of Agriculture,Rural Business-Cooperative Service,2010,AG32,0.233483595,0.726872441,-1.200788048,1.658248587
AG34-201009,APHIS,Department of Agriculture,Animal and Plant Health Inspection Service,2010,AG34,-0.466637019,0.723062367,-1.87560743,0.938380824
AG36-201009,GIPSA,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",2010,AG36,-0.367046828,0.733290667,-1.803638644,1.076778999
AG37-201009,FSIS,Department of Agriculture,Food Safety and Inspection Service,2010,AG37,-1.601067155,0.7282146,-3.025407514,-0.168637943
AG90-201009,AGCFO,Department of Agriculture,Office of Chief Financial Officer,2010,AG90,-0.514174071,0.729540678,-1.926768806,0.906387332
AGFA-201009,FSA,Department of Agriculture,Farm Service Agency,2010,AGFA,-0.364555315,0.730231339,-1.815577597,1.07502086
AH01-201009,NEA,National Foundation on the Arts and the Humanities,National Endowment for the Arts,2010,AH01,-0.188794276,0.724764182,-1.618449617,1.231201998
AH02-201009,NEH,National Foundation on the Arts and the Humanities,National Endowment for the Humanities,2010,AH02,-0.097228728,0.73302457,-1.54319682,1.33317928
AH03-201009,IMLS,National Foundation on the Arts and the Humanities,Institute of Museum and Library Services,2010,AH03,-0.561697015,0.729137668,-1.976858732,0.87183956
AM00-201009,USAID,Department of State,United States Agency for International Development,2010,AM00,0.508293964,0.734004138,-0.94040311,1.96028746
AN00-201009,USADF,United States African Development Foundation,,2010,AN00,0.448434603,0.724467363,-0.989167299,1.870405536
AR-DEP-201009,ARMY,Department of Defense,Army,2010,AR-DEP,-0.489259263,0.733846504,-1.927241941,0.94704579
ARCE-201009,ARCE,Department of Defense,Army Corps of Engineers,2010,ARCE,0.121048268,0.725003747,-1.301422408,1.535752923
AU00-201009,FLRA,Federal Labor Relations Authority,,2010,AU00,0.924783623,0.726508866,-0.483463177,2.360021739
BD00-201009,MSPB,Merit Systems Protection Board,,2010,BD00,0.990675814,0.732933305,-0.444687737,2.424753344
BF00-201009,DNFSB,Defense Nuclear Facilities Safety Board,,2010,BF00,1.382065564,0.729622604,-0.04832347,2.809004964
BG00-201009,PBGC,Department of Labor,Pension Benefit Guaranty Corporation,2010,BG00,0.589780424,0.726234534,-0.828780418,2.016666965
BO00-201009,OMB,Executive Office of the President,Office of Management and Budget,2010,BO00,0.776060083,0.725689506,-0.650505759,2.190909109
CC00-201009,CCR,Commission on Civil Rights,,2010,CC00,0.441159148,0.723350842,-0.984397904,1.854551095
CE00-201009,CEA,Executive Office of the President,Council of Economic Advisors,2010,CE00,0.927950068,0.718965973,-0.494266451,2.324944019
CM-DEP-201009,DOC,Department of Commerce,,2010,CM-DEP,0.17935558,0.730825563,-1.249322945,1.626808524
CM51-201009,DOCSEC,Department of Commerce,Office of the Secretary,2010,CM51,0.171002463,0.726485914,-1.25401848,1.590230669
CM52-201009,EDA,Department of Commerce,Economic Development Administration,2010,CM52,0.115417897,0.732378459,-1.323818618,1.541042699
CM53-201009,BEA,Department of Commerce,Bureau of Economic Analysis,2010,CM53,0.721425006,0.732329993,-0.730470545,2.165365416
CM54-201009,NOAA,Department of Commerce,National Oceanic and Atmospheric Administration,2010,CM54,0.504866061,0.727787989,-0.92210208,1.928849682
CM55-201009,ITA,Department of Commerce,International Trade Administration,2010,CM55,0.363827467,0.722071957,-1.051297999,1.796916001
CM56-201009,USPTO,Department of Commerce,United States Patent and Trademark Office,2010,CM56,-0.171257016,0.73914293,-1.598973455,1.295067606
CM57-201009,NIST,Department of Commerce,National Institute of Standards and Technology,2010,CM57,0.969477338,0.736351243,-0.487837683,2.424924971
CM59-201009,MBDA,Department of Commerce,Minority Business Development Agency,2010,CM59,-0.194487917,0.738626125,-1.634483514,1.251722873
CM61-201009,NTIA,Department of Commerce,National Telecommunications and Information Administration ,2010,CM61,0.276664491,0.724480908,-1.139310046,1.699260589
CM62-201009,NTIS,Department of Commerce,National Technical Information Service,2010,CM62,-0.552419305,0.72316502,-1.954771664,0.860312884
CM63-201009,CEN,Department of Commerce,U.S. Census Bureau,2010,CM63,-0.166022329,0.728212435,-1.577796912,1.262629684
CM65-201009,ESA,Department of Commerce,Economic and Statistics Administration,2010,CM65,0.710697642,0.722859167,-0.71124682,2.130890389
CM67-201009,BIS,Department of Commerce,Bureau of Industry and Security,2010,CM67,-0.115070642,0.735570702,-1.563938421,1.315749157
CT00-201009,CFTC,Commodity Futures Trading Commission,,2010,CT00,1.398288029,0.741467305,-0.038018646,2.836401541
CU00-201009,NCUA,National Credit Union Administration,,2010,CU00,0.735491592,0.73165484,-0.701327272,2.163081435
DD-DEP-201009,DOD,Department of Defense,,2010,DD-DEP,-0.299244816,0.736833568,-1.743012096,1.133956724
DD01-201009,DODSEC,Department of Defense,Office of the Secretary,2010,DD01,1.268969243,0.732119408,-0.176112813,2.679070701
DD04-201009,DISA,Department of Defense,Defense Information Systems Agency,2010,DD04,-0.098610682,0.733125536,-1.522084027,1.334364598
DD06-201009,DSCA,Department of Defense,Defense Security Cooperation Agency,2010,DD06,-0.042255896,0.731142566,-1.494946273,1.390871881
DD07-201009,DLA,Department of Defense,Defense Logistics Agency,2010,DD07,-0.790544052,0.733277722,-2.235595484,0.633606462
DD10-201009,DCAA,Department of Defense,Defense Contract Audit Agency,2010,DD10,0.707582551,0.721487304,-0.701039274,2.109944657
DD12-201009,DSS,Department of Defense,Defense Counterintelligence and Security Agency,2010,DD12,-0.00161907,0.724856723,-1.415727285,1.417544557
DD13-201009,DARPA,Department of Defense,Defense Advanced Research Projects Agency,2010,DD13,1.336117382,0.733255573,-0.09516116,2.766740412
DD16-201009,DODEA,Department of Defense,DOD Education Activity,2010,DD16,-0.480237811,0.729343571,-1.902736288,0.953484468
DD21-201009,WHS,Department of Defense,Washington Headquarters Services,2010,DD21,-0.064187579,0.739695262,-1.50604466,1.375043696
DD25-201009,DLSA,Department of Defense,Defense Legal Services Agency,2010,DD25,1.294358684,0.725903887,-0.141280757,2.71769195
DD27-201009,MDA,Department of Defense,Missile Defense Agency,2010,DD27,0.943894011,0.732730977,-0.467246865,2.386354536
DD29-201009,DTSA,Department of Defense,Defense Technology Security Administration,2010,DD29,1.398397937,0.731686709,-0.037105632,2.84258116
DD34-201009,DCA,Department of Defense,Defense Commissary Agency,2010,DD34,-0.935361178,0.736063524,-2.379451772,0.516643026
DD35-201009,DFAS,Department of Defense,Defense Finance and Accounting Service,2010,DD35,-0.485449163,0.731009594,-1.918671448,0.93036696
DD58-201009,DPOW,Department of Defense,Defense POW/MIA Accounting Agency,2010,DD58,0.438047137,0.731364219,-0.99634222,1.877101318
DD60-201009,DHA,Department of Defense,Defense Health Agency,2010,DD60,0.602564367,0.722587636,-0.825819213,2.033616768
DD61-201009,DTRA,Department of Defense,Defense Threat Reduction Agency,2010,DD61,-0.038694863,0.730256315,-1.461368147,1.413422215
DD63-201009,DCMA,Department of Defense,Defense Contract Management Agency,2010,DD63,-0.338485029,0.725443561,-1.759473577,1.077677786
DD65-201009,PFPA,Department of Defense,Pentagon Force Protection Agency,2010,DD65,-1.169671072,0.738973784,-2.615602682,0.280679686
DD68-201009,TRMC,Department of Defense,DOD Test Resource Management Center,2010,DD68,1.690366395,0.73125855,0.254489961,3.126940147
DD80-201009,DMA,Department of Defense,Defense Media Activity,2010,DD80,-0.858942418,0.723481242,-2.275920859,0.577054631
DJ-DEP-201009,DOJ,Department of Justice,,2010,DJ-DEP,-0.33074647,0.726956768,-1.76025421,1.077873885
DJ02-201009,FBI,Department of Justice,Federal Bureau of Investigation,2010,DJ02,-0.965970798,0.719454379,-2.380360824,0.441274891
DJ03-201009,BOP,Department of Justice,Bureau of Prisons/Federal Prison System,2010,DJ03,-0.843132449,0.730094345,-2.267274877,0.571421306
DJ06-201009,DEA,Department of Justice,Drug Enforcement Administration,2010,DJ06,-0.5767794,0.721271863,-1.976306373,0.846142719
DJ07-201009,OJP,Department of Justice,Office of Justice Programs,2010,DJ07,0.504324288,0.723911296,-0.912315541,1.916347238
DJ08-201009,USMS,Department of Justice,United States Marshals Service,2010,DJ08,-1.057598619,0.725303926,-2.47414808,0.371976489
DJ09-201009,EOUSA,Department of Justice,Executive Office for United States Attorneys,2010,DJ09,0.716258591,0.73089062,-0.72602193,2.147719668
DJ11-201009,EOUST,Department of Justice,Executive Office for United States Trustees,2010,DJ11,-0.028400269,0.733526365,-1.484301718,1.416117898
DJ12-201009,EOIR,Department of Justice,Executive Office for Immigration Review,2010,DJ12,0.794990708,0.741417824,-0.655004177,2.260493456
DJ14-201009,JCRS,Department of Justice,Community Relations Service,2010,DJ14,0.480017867,0.742454316,-0.976159507,1.927996789
DJ15-201009,ATF,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",2010,DJ15,-1.062610042,0.733346578,-2.507645615,0.366677854
DL-DEP-201009,DOL,Department of Labor,,2010,DL-DEP,-0.154233083,0.73621599,-1.605203348,1.27516584
DLAA-201009,DOLSEC,Department of Labor,Office of the Secretary,2010,DLAA,0.204011972,0.73050893,-1.228003225,1.645247524
DLAM-201009,DOLMANG,Department of Labor,Office of the Assistant Secretary for Administration and Management,2010,DLAM,-0.040777612,0.724592035,-1.448361291,1.385038628
DLBL-201009,BILA,Department of Labor,Bureau of International Labor Affairs,2010,DLBL,0.943470138,0.731418008,-0.501331256,2.383247621
DLES-201009,DLES,Department of Labor,Employment Standards Administration,2010,DLES,-0.262238079,0.729059136,-1.687423612,1.17020839
DLET-201009,ETA,Department of Labor,Employment and Training Administration,2010,DLET,0.267758444,0.724596028,-1.15311411,1.707007349
DLLS-201009,BLS,Department of Labor,Bureau of Labor Statistics,2010,DLLS,0.536958631,0.734825037,-0.912314358,1.981233229
DLMS-201009,MSHA,Department of Labor,Mine Safety and Health Administration,2010,DLMS,-0.912908254,0.727402529,-2.347522404,0.515886511
DLPW-201009,EBSA,Department of Labor,Employee Benefits Security Administration,2010,DLPW,0.241231891,0.742113962,-1.206835101,1.699153142
DLSH-201009,OSHA,Department of Labor,Occupational Safety and Health Administration,2010,DLSH,0.184252126,0.737214714,-1.252266163,1.626511875
DLVE-201009,VETS,Department of Labor,Veterans' Employment and Training Service,2010,DLVE,-0.621437668,0.726159766,-2.055969537,0.792416849
DLWB-201009,WB,Department of Labor,Women's Bureau,2010,DLWB,-0.018479698,0.727691765,-1.439190343,1.407309274
DN00-201009,DOE,Department of Energy,,2010,DN00,0.589359276,0.738748402,-0.866041364,2.033561723
EB00-201009,EXIM,Export-Import Bank of the United States,,2010,EB00,0.820784224,0.72915429,-0.602594563,2.252799683
ED-DEP-201009,DOED,Department of Education,,2010,ED-DEP,0.56388784,0.720152809,-0.868859998,1.977841242
EDEB-201009,EDSEC,Department of Education,Office of the Secretary,2010,EDEB,0.297205764,0.72980265,-1.11979826,1.731384605
EDEC-201009,EDCIV,Department of Education,Office of Civil Rights,2010,EDEC,0.800566618,0.731245791,-0.630598557,2.231062022
EDEH-201009,PSER,Department of Education,Office of Special Education and Rehabilitative Services,2010,EDEH,0.70888872,0.729522077,-0.717812768,2.122601155
EDEL-201009,EDCFO,Department of Education,Office of the Chief Financial Officer,2010,EDEL,0.715033006,0.721817314,-0.706292342,2.132174861
EDEM-201009,EDMANG,Department of Education,Office of Management,2010,EDEM,-0.118520212,0.718520027,-1.531504269,1.300326675
EDEN-201009,OFSA,Department of Education,Federal Student Aid,2010,EDEN,0.228965283,0.72192841,-1.198345235,1.656806754
EDEP-201009,OPE,Department of Education,Office of Postsecondary Education,2010,EDEP,0.306837951,0.725402572,-1.109119822,1.755808691
EDEQ-201009,OSDS,Department of Education,Office of Safe and Drug-Free Schools,2010,EDEQ,0.580350116,0.731526598,-0.858204307,2.017230273
EDER-201009,EDER,Department of Education,Institute of Education Sciences,2010,EDER,1.324819795,0.731920829,-0.117913921,2.737097251
EDES-201009,OESA,Department of Education,Office of Elementary and Secondary Education,2010,EDES,0.708479308,0.728253178,-0.712496136,2.120954224
EDET-201009,OELA,Department of Education,Office of English Language Acquisition,2010,EDET,0.895561541,0.72422344,-0.511844782,2.297805432
EDEU-201009,OII,Department of Education,Office of Innovation and Improvement,2010,EDEU,0.669293647,0.729963691,-0.776114704,2.100654127
EDEV-201009,EDEV,Department of Education,"Office of Career, Technical, and Adult Education",2010,EDEV,0.983593641,0.722265687,-0.441267383,2.421465728
EE00-201009,EEOC,Equal Employment Opportunity Commission,,2010,EE00,0.110230125,0.731408695,-1.33232925,1.541515949
EP00-201009,EPA,Environmental Protection Agency,,2010,EP00,0.826582768,0.732869365,-0.615907418,2.282618378
EW00-201009,TDA,Trade and Development Agency,,2010,EW00,0.719077575,0.733388107,-0.721085832,2.157412916
FC00-201009,FCC,Federal Communications Commission,,2010,FC00,0.893061894,0.724705226,-0.533940551,2.318444804
FD00-201009,FDIC,Federal Deposit Insurance Corporation,,2010,FD00,0.41437451,0.735634739,-1.031620058,1.864458107
FJ00-201009,CSHIB,Chemical Safety and Hazard Investigation Board,,2010,FJ00,0.724979073,0.724220881,-0.688836583,2.146669271
FL00-201009,FCA,Farm Credit Administration,,2010,FL00,0.525882819,0.730659395,-0.937690319,1.948863849
FM00-201009,FMCS,Federal Mediation and Conciliation Service,,2010,FM00,-0.560099006,0.729566296,-1.978512741,0.877710474
FT00-201009,FTC,Federal Trade Commission,,2010,FT00,1.268371632,0.732868385,-0.169723967,2.704532327
FW00-201009,OSC,Office of Special Counsel,,2010,FW00,0.769738606,0.729238161,-0.652111368,2.208740583
GB00-201009,OPIC,International Development Finance Corporation,Overseas Private Investment Corporation,2010,GB00,0.539155314,0.733248591,-0.90168648,1.978041769
GG00-201009,OGE,Office of Government Ethics,,2010,GG00,0.565348,0.729049193,-0.866107255,1.995583463
GJ00-201009,Presidio,Presidio Trust,,2010,GJ00,0.026006981,0.729784121,-1.407929038,1.447508018
GQ00-201009,EAC,Election Assistance Commission,,2010,GQ00,0.098097167,0.724529922,-1.323340753,1.506165673
GS-DEP-201009,GSA,General Services Administration,,2010,GS-DEP,-0.290100632,0.722903782,-1.719196361,1.131515971
GS30-201009,OAP,General Services Administration,Office of Acquisition Policy,2010,GS30,-0.362489743,0.730103368,-1.780785099,1.076822727
HE-DEP-201009,HHS,Department of Health and Human Services,,2010,HE-DEP,0.551341641,0.737634529,-0.900919994,1.989321439
HE12-201009,ACL,Department of Health and Human Services,Administration for Community Living,2010,HE12,0.752505746,0.737229471,-0.673299241,2.200368204
HE31-201009,ASH,Department of Health and Human Services,Office of the Assistant Secretary for Health,2010,HE31,-0.030792937,0.729728873,-1.44895672,1.388939841
HE32-201009,SAMHSA,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2010,HE32,0.910348318,0.720212959,-0.497184239,2.320595674
